"artista","musica","generos","key","duracao","popularidade","acustico","discurso","vivacidade","instrumentalidade","energia","tempo","time_signature","sonoridade","dancabilidade","valencia"
"Soundgarden","Black Hole Sun","alternative metal, alternative rock, classic rock, grunge, hard rock, nu metal, rock","Fs",318586,73,0.000217,0.041,0.0774,0.000161,0.828,105.435,4,-5.373,0.35,0.147
"MC Teteu","Black Lança (Catucando Gostosinho)","funk carioca, funk mtg, rave funk","Fs",153230,64,0.11,0.138,0.295,0,0.582,130.004,4,-3.545,0.939,0.418
"Little Mix","Black Magic","dance pop, girl group, pop, post-teen pop, talent show, uk pop","E",211786,71,0.0343,0.0575,0.314,0,0.875,111.988,4,-5.535,0.776,0.849
"Eminem","Black Magic (feat. Skylar Grey)","detroit hip hop, hip hop, rap","Cs",174863,55,0.0151,0.224,0.584,3.9e-06,0.807,140.056,4,-3.961,0.674,0.163
"Kendrick Lamar","Black Panther","conscious hip hop, hip hop, rap, west coast rap","Cs",130613,52,0.625,0.297,0.265,3.84e-06,0.582,90.035,4,-9.454,0.618,0.48
"Beyoncé","BLACK PARADE","dance pop, pop, r&b","Cs",281272,51,0.00337,0.05,0.217,6.42e-06,0.555,120.002,4,-5.817,0.824,0.0611
"Kanye West","Black Skinhead","chicago rap, rap","Cs",188013,70,0.0011,0.279,0.168,0,0.809,130.127,4,-6.123,0.766,0.325
"Logic","Black SpiderMan","conscious hip hop, dmv rap, hip hop, pop rap, rap","Cs",331266,51,0.11,0.0896,0.346,0.000105,0.867,140.032,4,-5.298,0.611,0.336
"Red Hot Chili Peppers","Black Summer","alternative rock, funk metal, funk rock, permanent wave","Cs",232412,65,0.0267,0.0295,0.109,0.000669,0.682,105.542,4,-5.071,0.417,0.351
"BTS","Black Swan","k-pop, k-pop boy group","D",198260,59,0.137,0.0849,0.129,0,0.757,147.024,4,-5.167,0.719,0.489
"A$AP Rocky","Black Tux, White Collar","east coast hip hop, hip hop, rap, trap","E",162986,46,0.478,0.247,0.133,0,0.596,75.997,4,-7.685,0.695,0.265
"Iggy Azalea","Black Widow","australian hip hop, dance pop, hip pop, pop, pop rap, post-teen pop, rap, viral rap","B",209423,63,0.192,0.124,0.109,0.000386,0.72,163.99,4,-3.753,0.743,0.519
"Eno","Blackberry Sky","german drill, german hip hop","F",156746,48,0.302,0.0587,0.0635,0.00341,0.577,102.989,4,-8.545,0.821,0.689
"The Beatles","Blackbird - Remastered 2009","beatlesque, british invasion, classic rock, merseybeat, psychedelic rock, rock","G",138386,71,0.754,0.0342,0.0573,1.41e-05,0.127,93.699,4,-14.361,0.686,0.372
"David Bowie","Blackstar","art rock, classic rock, glam rock, permanent wave, rock","Fs",597933,47,0.206,0.0317,0.178,0.0595,0.552,97.98,4,-8.35,0.366,0.114
"Armin van Buuren","Blah Blah Blah","dutch trance, edm, pop dance, progressive house, trance","F",183518,64,0.00897,0.0531,0.294,0.00378,0.963,138.009,4,-3.912,0.612,0.179
"Joji","BLAHBLAHBLAH DEMO","viral pop","C",142506,64,0.264,0.0573,0.0927,0.0079,0.553,93.976,4,-7.868,0.558,0.323
"Calvin Harris","Blame (feat. John Newman)","dance pop, edm, electro house, house, pop, progressive house, uk dance","C",212960,73,0.0287,0.0808,0.343,0.00574,0.857,128.024,4,-4.078,0.414,0.348
"DaBaby","BLAME IT ON BABY","north carolina hip hop, rap, trap","A",125906,48,0.236,0.387,0.141,0,0.687,109.791,4,-5.734,0.875,0.864
"Post Malone","Blame It On Me","dfw rap, melodic rap, rap","B",261800,58,0.145,0.0418,0.164,5.65e-06,0.591,121.873,4,-7.274,0.652,0.274
"George Ezra","Blame It on Me","folk-pop, neo-singer-songwriter","Ds",196400,65,0.473,0.0274,0.341,0,0.757,103.882,4,-3.374,0.537,0.421
"Ella Henderson","Blame It On The Mistletoe","dance pop, neo mellow, pop, pop dance, talent show, tropical house, uk pop","F",185739,53,0.0198,0.0281,0.145,0,0.593,114.917,4,-5.036,0.68,0.482
"Charli XCX","Blame It on Your Love (feat. Lizzo)","art pop, candy pop, dance pop, electropop, metropopolis, pop, post-teen pop, uk pop","F",191113,50,0.0249,0.0487,0.286,0,0.757,100.007,4,-2.666,0.716,0.558
"Maes","Blanche","french hip hop, pop urbaine, rap francais","E",193453,59,0.525,0.143,0.306,0,0.713,127.987,4,-6.121,0.776,0.551
"J Balvin","Blanco","reggaeton, reggaeton colombiano, urbano latino","A",145800,55,0.0253,0.126,0.0872,0.0063,0.706,100.013,4,-5.395,0.87,0.593
"Taylor Swift","Blank Space","pop","F",231826,81,0.103,0.054,0.0913,0,0.703,95.997,4,-5.412,0.76,0.57
"Ryan Adams","Blank Space","alternative country, neo mellow, new americana, pop rock, roots rock, singer-songwriter, stomp and holler","As",201693,41,0.877,0.0406,0.113,0.34,0.219,92.966,4,-17.12,0.445,0.376
"PNL","Blanka","french hip hop, pop urbaine","D",254217,55,0.23,0.047,0.183,1.83e-05,0.564,108.004,4,-5.98,0.798,0.394
"Ty Dolla $ign","Blasé (feat. Future & Rae Sremmurd)","dance pop, hip hop, pop, pop rap, r&b, southern hip hop, trap, trap soul, urban contemporary","D",285233,52,0.0201,0.0514,0.146,3.01e-06,0.635,127.98,4,-9,0.893,0.304
"Bruno Mars","Blast Off","dance pop, pop","B",284870,53,0.0363,0.0373,0.3,2.28e-06,0.548,76.017,4,-9.946,0.482,0.346
"Internet Money","Blastoff (feat. Juice Wrld & Trippie Redd)","pop rap, rap, trap, viral rap","F",174729,62,0.114,0.0927,0.157,0,0.517,147.912,4,-6.916,0.761,0.46
"RAF Camora","Blaues Licht","german hip hop","Gs",144263,68,0.39,0.108,0.258,0.00611,0.828,144.953,4,-4.906,0.819,0.693
"Apache 207","Bläulich","german hip hop","Cs",196229,57,0.0633,0.357,0.118,0.000443,0.687,153.959,4,-7.855,0.796,0.222
"Ariana Grande","blazed (feat. Pharrell Williams)","dance pop, pop","Fs",196360,51,0.0793,0.0528,0.0805,0,0.759,110.021,4,-6.348,0.795,0.855
"A Boogie Wit da Hoodie","Bleed","melodic rap, rap, trap","D",176958,56,0.135,0.198,0.154,0,0.572,71.446,4,-7.735,0.698,0.391
"Linkin Park","Bleed It Out","alternative metal, nu metal, post-grunge, rap metal","Cs",166373,73,0.114,0.0508,0.61,0,0.967,140.127,4,-3.647,0.529,0.596
"Drake","Blem","canadian hip hop, canadian pop, hip hop, rap, toronto rap","G",216557,60,0.0533,0.0476,0.0984,1.38e-05,0.535,98.067,4,-7.804,0.726,0.375
"Alicia Keys","Blended Family (What You Do For Love) (feat. A$AP Rocky)","hip pop, neo soul, pop, r&b, urban contemporary","A",211546,38,0.0658,0.0719,0.069,0.000113,0.518,96.988,4,-7.619,0.721,0.231
"Tyler, The Creator","BLESSED","hip hop, rap","Gs",57667,59,0.389,0.123,0.765,9.99e-05,0.613,40.319,4,-7.869,0.336,0.741
"CRO","BLESSED (feat. Capital Bra)","german hip hop","G",151563,51,0.148,0.0905,0.133,0,0.733,180.07,4,-5.251,0.698,0.703
"ENHYPEN","Blessed-Cursed","anime, k-pop boy group","E",170805,66,0.0925,0.061,0.596,0,0.886,127.098,4,-3.523,0.604,0.401
"Big Sean","Blessings","detroit hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap","Cs",252040,59,0.333,0.275,0.122,0,0.621,118.895,4,-7.634,0.79,0.15
"SZA","Blind","pop, r&b","A",150720,83,0.911,0.0373,0.205,0,0.279,114.225,4,-11.776,0.461,0.599
"DaBaby","BLIND (feat. Young Thug)","north carolina hip hop, rap, trap","B",153466,57,0.0115,0.346,0.0971,0,0.679,162.973,4,-6.503,0.709,0.754
"CAZZETTE","Blind Heart - Mix Cut","complextro, dance pop, edm, electro house, pop dance, pop edm, progressive electro house, progressive house, tropical house","Cs",190410,40,0.0324,0.0986,0.205,8.6e-05,0.614,123.921,4,-12.851,0.739,0.356
"Gunna","BLINDFOLD (feat. Lil Baby)","atl hip hop, hip hop, melodic rap, rap, trap","D",154666,59,0.0562,0.162,0.116,0,0.507,111.994,4,-8.74,0.889,0.219
"The Weeknd","Blinding Lights","canadian contemporary r&b, canadian pop, pop","Cs",200040,87,0.00146,0.0598,0.0897,9.54e-05,0.73,171.005,4,-5.934,0.514,0.334
"grandson","Blood // Water","modern alternative rock, modern rock, rock","Gs",216720,70,0.00158,0.159,0.0764,0.00206,0.882,154.029,4,-5.659,0.51,0.653
"Juice WRLD","Blood On My Jeans","chicago rap, melodic rap","Fs",154767,68,0.183,0.226,0.109,0,0.55,117.943,4,-6.417,0.868,0.464
"BTS","Blood Sweat & Tears","k-pop, k-pop boy group","C",217051,71,0.0244,0.104,0.357,0,0.885,92.9,4,-3.571,0.584,0.605
"Kendrick Lamar","BLOOD.","conscious hip hop, hip hop, rap, west coast rap","Gs",118066,59,0.142,0.265,0.55,0.0859,0.238,156.907,4,-16.78,0.357,0.494
"Ariana Grande","bloodline","dance pop, pop","D",216893,66,0.0815,0.0774,0.216,0.000157,0.665,151.976,4,-5.188,0.758,0.643
"Ed Sheeran","Bloodstream","pop, uk pop","Ds",300253,61,0.529,0.0364,0.104,0.000294,0.316,91.207,4,-11.567,0.66,0.543
"The Chainsmokers","Bloodstream","dance pop, edm, electropop, pop, pop dance, tropical house","A",224280,49,0.0317,0.0259,0.172,0,0.627,90.955,4,-5.889,0.62,0.164
"Polo G","Bloody Canvas","chicago rap, rap","Fs",265404,56,0.242,0.46,0.0975,0,0.48,91.047,4,-11.392,0.772,0.339
"Lady Gaga","Bloody Mary","art pop, dance pop, pop","A",244760,85,0.0107,0.03,0.113,1.95e-06,0.637,99.998,4,-6.365,0.591,0.432
"Machine Gun Kelly","bloody valentine","ohio hip hop, pop, pop rap","D",205158,68,0.00021,0.0766,0.148,0,0.858,160.057,4,-4.212,0.533,0.506
"Ab-Soul","Bloody Waters (with Anderson .Paak & James Blake)","alternative hip hop, conscious hip hop, escape room, hip hop, rap, southern hip hop, underground hip hop","Gs",272306,52,0.185,0.452,0.174,0,0.606,180.607,4,-8.758,0.507,0.202
"Troye Sivan","Bloom","australian pop, dance pop, pop, viral pop","C",222096,54,0.031,0.0328,0.392,0,0.701,120.932,4,-5.196,0.708,0.504
"Gusttavo Lima","Bloqueado - Ao Vivo","arrocha, sertanejo, sertanejo universitario","Cs",168689,69,0.153,0.0558,0.547,0,0.721,129.092,4,-4.274,0.828,0.651
"Ed Sheeran","BLOW (with Chris Stapleton & Bruno Mars)","pop, uk pop","Cs",209120,59,0.000245,0.0401,0.38,0.0115,0.796,92.469,4,-5.35,0.631,0.596
"Major Lazer","Blow That Smoke","dance pop, edm, electro house, moombahton, pop, pop dance, pop rap, tropical house","F",223000,39,0.032,0.0392,0.0656,1.14e-05,0.703,101.984,4,-4.93,0.719,0.72
"Dua Lipa","Blow Your Mind (Mwah)","dance pop, pop, uk pop","D",178583,63,0.0188,0.122,0.0948,0,0.796,108.854,4,-4.761,0.654,0.491
"The Killers","Blowback","alternative rock, dance rock, modern rock, permanent wave, rock","A",239600,45,0.0115,0.0474,0.0968,0.00192,0.68,118.01,4,-5.884,0.549,0.378
"Bryson Tiller","Blowing Smoke","kentucky hip hop, pop, r&b, rap, trap","Gs",180013,37,0.0144,0.166,0.123,2.15e-06,0.445,127.961,4,-4.008,0.918,0.292
"BLANCO","Blu Celeste","italian hip hop, italian pop","A",206379,58,0.921,0.0354,0.366,0,0.442,116.463,4,-5.611,0.688,0.252
"ZAYN","BLUE","dance pop, pop, post-teen pop, uk pop","C",224320,46,0.925,0.0335,0.1,0.000298,0.184,184.171,5,-13.235,0.222,0.156
"BTS","Blue & Grey","k-pop, k-pop boy group","Gs",254950,67,0.42,0.0415,0.125,0,0.605,121.953,4,-6.755,0.547,0.364
"Elvis Presley","Blue Christmas","rock-and-roll, rockabilly","E",129173,69,0.9,0.0425,0.145,0.00104,0.27,94.518,4,-16.661,0.465,0.58
"Michael Bublé","Blue Christmas","adult standards, canadian pop, jazz pop, lounge","F",221706,53,0.192,0.0378,0.268,4.61e-05,0.64,86.006,4,-4.432,0.341,0.351
"Elvis Presley","Blue Christmas - Live","rock-and-roll, rockabilly","E",170253,8,0.824,0.0383,0.948,0.869,0.556,96.064,4,-11.361,0.418,0.532
"Beck","Blue Moon","alternative rock, anti-folk, indie rock, modern rock, permanent wave, rock","C",242346,47,0.182,0.0256,0.138,0.00532,0.645,119.936,4,-6.73,0.685,0.461
"Meek Mill","Blue Notes 2 (feat. Lil Uzi Vert)","hip hop, philly rap, pop rap, rap, southern hip hop, trap","D",230400,52,0.152,0.331,0.64,0,0.591,74.958,4,-6.234,0.748,0.192
"Drake","Blue Tint","canadian hip hop, canadian pop, hip hop, rap, toronto rap","G",162800,60,0.013,0.357,0.184,0,0.372,133.997,4,-10.254,0.889,0.123
"Mac Miller","Blue World","hip hop, pittsburgh rap, rap","Gs",209440,71,0.389,0.419,0.0694,0,0.553,84.931,4,-8.98,0.742,0.508
"MAX","Blueberry Eyes (feat. SUGA of BTS)","dance pop, pop, post-teen pop, viral pop","C",172244,60,0.454,0.101,0.133,0.000922,0.611,149.967,4,-7.034,0.746,0.411
"Lil Mosey","Blueberry Faygo","melodic rap, rap, rap conscient, trap, vapor trap, viral rap","C",162546,68,0.207,0.0383,0.132,0,0.554,99.034,4,-7.909,0.774,0.349
"Khalid","Bluffin'","pop, pop r&b","C",199240,47,0.354,0.0461,0.102,0.000436,0.314,129.666,3,-10.323,0.529,0.288
"thasup","blun7 a swishland","italian hip hop, italian pop, trap italiana","G",167760,53,0.13,0.245,0.255,0,0.792,129.883,4,-5.984,0.692,0.566
"Robin Thicke","Blurred Lines","contemporary r&b, dance pop, hip pop, neo soul, r&b, urban contemporary","G",263826,72,0.00334,0.0411,0.0759,7.93e-06,0.599,119.993,4,-4.756,0.853,0.843
"Fifth Harmony","BO$$","dance pop, girl group, pop, post-teen pop, talent show","A",171413,58,0.00621,0.107,0.0498,0,0.872,103.016,4,-5.224,0.813,0.736
"J Balvin","Bobo","reggaeton, reggaeton colombiano, urbano latino","As",209426,24,0.115,0.117,0.125,6.67e-05,0.893,177.879,4,-2.671,0.742,0.777
"Cardi B","Bodak Yellow","dance pop, pop, rap","B",223712,69,0.0659,0.103,0.231,0,0.703,125.022,4,-6.337,0.926,0.485
"Loud Luxury","Body","dance pop, edm, electro house, pop, pop dance, tropical house","Cs",163216,71,0.0476,0.038,0.0543,9.44e-05,0.764,121.958,4,-4.399,0.752,0.582
"Megan Thee Stallion","Body","dance pop, houston rap, pop, rap, trap queen","Gs",171067,67,0.0166,0.241,0.107,0,0.732,94.066,4,-6.1,0.914,0.469
"Tion Wayne","Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","london rap","B",278085,65,0.21,0.357,0.0678,0,0.674,141.02,4,-8.043,0.883,0.73
"DJ Khaled","BODY IN MOTION (feat. Bryson Tiller, Lil Baby & Roddy Ricch)","hip hop, miami hip hop, pop rap, rap, southern hip hop, trap","Fs",306193,54,0.009,0.12,0.508,0,0.687,91.969,4,-5.782,0.669,0.335
"Kid Ink","Body Language (feat. Usher & Tinashe)","dance pop, pop rap, rap, southern hip hop, trap","F",206186,54,0.0144,0.0379,0.095,0,0.53,99.021,4,-5.776,0.884,0.262
"Sam Hunt","Body Like A Back Road","contemporary country, country, country pop, country road","F",165386,67,0.447,0.0311,0.136,0,0.458,98.938,4,-7.225,0.732,0.661
"DNCE","Body Moves","dance pop, edm, pop, post-teen pop","F",236453,50,0.00166,0.0372,0.0398,0,0.693,102.028,4,-5.148,0.655,0.868
"Rita Ora","Body On Me ft. Chris Brown","dance pop, edm, electropop, pop, pop rap, post-teen pop, tropical house, uk pop","B",225217,56,0.0136,0.0409,0.287,0,0.74,88.999,4,-5.438,0.637,0.525
"Arctic Monkeys","Body Paint","garage rock, modern rock, permanent wave, rock, sheffield indie","G",290584,49,0.568,0.0625,0.0774,0,0.315,143.327,4,-11.651,0.556,0.256
"Marracash","BODY PARTS - I denti","italian hip hop, italian underground hip hop, rap napoletano","G",156714,52,0.185,0.172,0.178,0,0.749,105.893,3,-5.978,0.695,0.383
"Demi Lovato","Body Say","dance pop, pop, post-teen pop","F",193893,51,0.00415,0.0358,0.277,0,0.74,86.983,4,-4.836,0.628,0.257
"MERO","Bogota","german hip hop","Gs",164960,47,0.208,0.274,0.0575,7.88e-06,0.7,94.004,4,-5.523,0.866,0.707
"Panic! At The Disco","Bohemian Rhapsody","modern rock","As",363114,51,0.175,0.03,0.209,9.17e-06,0.562,72.945,4,-4.363,0.386,0.228
"Queen","Bohemian Rhapsody - Remastered 2011","classic rock, glam rock, rock","C",354320,77,0.271,0.0499,0.3,0,0.404,71.105,4,-9.928,0.414,0.224
"Tropkillaz","Bola Rebola","afrofuturismo brasileiro, bass trap, electronic trap, funk carioca, pop nacional","F",193440,61,0.22,0.0593,0.335,0.00609,0.777,129.984,4,-4.538,0.834,0.865
"Nick Jonas","Bom Bidi Bom","dance pop, edm, pop, post-teen pop","Fs",214760,51,0.136,0.0447,0.133,0,0.511,87.007,4,-5.723,0.712,0.182
"Daddy Yankee","BOMBÓN","latin hip hop, reggaeton, urbano latino","G",182413,69,0.0028,0.247,0.0322,2.41e-05,0.789,125.071,4,-2.801,0.843,0.571
"Israel & Rodolffo","Bombonzinho - Ao Vivo","arrocha, sertanejo, sertanejo pop, sertanejo universitario","Cs",154701,85,0.305,0.0539,0.92,0,0.947,158.046,4,-3.669,0.651,0.722
"Katy Perry","Bon Appétit","dance pop, pop","Fs",227813,62,0.131,0.0626,0.221,9.02e-05,0.795,106.031,4,-5.835,0.8,0.528
"Era Istrefi","Bonbon","albanian hip hop, kosovan pop","C",167000,54,0.128,0.115,0.116,1.53e-05,0.681,126.477,5,-5.023,0.632,0.633
"Imagine Dragons","Bones","modern rock, rock","F",165264,84,0.0206,0.046,0.0754,0,0.742,114.071,4,-3.678,0.773,0.571
"Galantis","Bones (feat. OneRepublic)","dance pop, edm, electro house, pop, pop dance, tropical house","C",205792,55,0.00463,0.0377,0.178,0,0.804,120.047,4,-5.735,0.658,0.508
"Felix Jaehn","Bonfire","dance pop, edm, electro house, german dance, pop, pop dance, tropical house","As",183003,39,0.0613,0.0714,0.0814,1.67e-05,0.785,111.078,4,-3.895,0.769,0.381
"J Balvin","Bonita","reggaeton, reggaeton colombiano, urbano latino","F",265746,68,0.0132,0.0414,0.278,0.00684,0.867,96.038,4,-1.582,0.775,0.869
"Nas","Bonjour","conscious hip hop, east coast hip hop, gangster rap, hardcore hip hop, hip hop, queens hip hop, rap","F",201560,35,0.153,0.266,0.262,0,0.856,143.953,4,-4.451,0.647,0.637
"Booba","Bonne journée","french hip hop, old school rap francais, pop urbaine, rap conscient","G",174605,44,0.192,0.158,0.115,0.000106,0.771,136.063,4,-6.41,0.857,0.898
"Loredana","Bonnie & clyde","frauenrap, german hip hop, kosovan pop, romanian pop","Gs",175906,48,0.11,0.265,0.085,1.72e-05,0.621,169.983,4,-4.832,0.792,0.644
"Ella Mai","Boo'd Up","dance pop, pop, r&b, rap, uk contemporary r&b, urban contemporary","As",256063,64,0.0862,0.0531,0.078,0,0.779,81.965,4,-5.107,0.561,0.235
"Childish Gambino","Boogieman","atl hip hop, hip hop, pop, rap","G",216840,53,0.0953,0.0954,0.21,0.196,0.758,88.01,4,-8.147,0.722,0.637
"Felix Jaehn","Book Of Love (feat. Polina)","dance pop, edm, electro house, german dance, pop, pop dance, tropical house","A",198438,48,0.152,0.0283,0.263,0.00884,0.838,125.034,4,-4.829,0.667,0.445
"Eminem","Book of Rhymes (feat. DJ Premier)","detroit hip hop, hip hop, rap","Cs",289914,53,0.264,0.279,0.0874,0,0.758,134.324,4,-5.364,0.846,0.47
"Bad Bunny","BOOKER T","reggaeton, trap latino, urbano latino","G",156430,73,0.114,0.37,0.0931,7.94e-06,0.6,113.903,4,-7.188,0.883,0.691
"Polo G","Boom","chicago rap, rap","F",126625,51,0.0344,0.269,0.419,0,0.658,128.208,4,-7.44,0.738,0.39
"Major Lazer","Boom (feat. MOTi, Ty Dolla $ign, Wizkid & Kranium)","dance pop, edm, electro house, moombahton, pop, pop dance, pop rap, tropical house","G",186447,51,0.00283,0.142,0.419,0,0.784,100.083,4,-4.463,0.704,0.656
"Charli XCX","Boom Clap","art pop, candy pop, dance pop, electropop, metropopolis, pop, post-teen pop, uk pop","E",169866,55,0.154,0.0786,0.191,0.000304,0.911,91.999,4,-2.28,0.659,0.576
"Lil Yachty","BOOM!","atl hip hop, melodic rap, rap, trap, viral rap","Cs",229525,46,0.191,0.335,0.194,0,0.699,132.955,4,-5.794,0.844,0.753
"Imagine Dragons","Boomerang","modern rock, rock","D",187800,56,0.139,0.152,0.121,0.00928,0.559,100.073,4,-7.493,0.429,0.347
"Logic","BoomTrap Protocol","conscious hip hop, dmv rap, hip hop, pop rap, rap","As",221360,47,0.0549,0.0394,0.121,2.78e-06,0.532,77.032,4,-5.474,0.747,0.347
"Apache 207","Boot","german hip hop","Cs",193017,55,0.0665,0.295,0.111,0.0035,0.565,194.032,4,-7.536,0.534,0.496
"Jennifer Lopez","Booty","dance pop, pop, pop rap, urban contemporary","C",209699,56,0.00296,0.0509,0.26,0.00022,0.949,128.966,4,-4.155,0.709,0.398
"DaBaby","BOP","north carolina hip hop, rap, trap","B",159714,71,0.189,0.367,0.129,0,0.787,126.77,4,-3.909,0.769,0.836
"Ariana Grande","borderline (feat. Missy Elliott)","dance pop, pop","Fs",177533,54,0.058,0.0978,0.11,0,0.818,110.99,4,-5.238,0.761,0.348
"ZAYN","BoRdErSz","dance pop, pop, post-teen pop, uk pop","G",239200,51,0.377,0.134,0.0984,0.0319,0.442,91.008,4,-9.048,0.627,0.328
"Billie Eilish","Bored","art pop, electropop, pop","G",180933,80,0.896,0.0478,0.0795,0.00239,0.318,119.959,4,-12.695,0.614,0.112
"blink-182","Bored To Death","pop punk, punk, rock, socal pop punk","C",235613,58,0.00575,0.0946,0.117,1.56e-06,0.966,159.948,4,-3.876,0.502,0.638
"Tyler, The Creator","Boredom (feat. Rex Orange County & Anna of the North)","hip hop, rap","Gs",320720,66,0.79,0.151,0.324,0.000522,0.578,79.938,4,-9.54,0.559,0.239
"Lil Tjay","Born 2 Be Great","brooklyn drill, melodic rap, nyc rap","Gs",170000,53,0.58,0.0737,0.0996,0,0.512,95.733,4,-7.837,0.593,0.192
"Rihanna","Born Again","barbadian pop, dance pop, pop, urban contemporary","C",213333,67,0.475,0.031,0.138,0,0.26,116.642,4,-8.179,0.465,0.259
"Bruce Springsteen","Born in the U.S.A.","classic rock, heartland rock, mellow gold, permanent wave, rock, singer-songwriter","E",278680,70,0.000373,0.061,0.1,7.75e-05,0.952,122.093,4,-6.042,0.398,0.584
"BTS","Born Singer","k-pop, k-pop boy group","Gs",238628,68,0.0354,0.109,0.235,0,0.841,157.937,4,-3.334,0.602,0.684
"Kygo","Born To Be Yours","edm, pop, pop dance, tropical house","Ds",193320,66,0.3,0.0357,0.0982,0,0.688,114.011,4,-5.84,0.688,0.451
"Machine Gun Kelly","born with horns","ohio hip hop, pop, pop rap","B",147943,55,0.00089,0.135,0.0524,9.44e-05,0.919,95.073,4,-5.378,0.569,0.256
"Maluma","Borro Cassette","reggaeton, reggaeton colombiano, urbano latino","F",207306,72,0.132,0.106,0.151,0,0.701,175.95,4,-5.885,0.73,0.785
"Metro Boomin","Borrowed Love (feat. Swae Lee & WizKid)","rap","B",230240,60,0.44,0.462,0.185,0,0.594,129.216,5,-8.81,0.52,0.393
"Guè","Borsello (feat. Sfera Ebbasta & DrefGold)","italian hip hop","D",202826,48,0.36,0.226,0.208,0,0.584,154.028,4,-7.453,0.77,0.625
"Lil Pump","Boss","emo rap, miami hip hop, rap, trap, vapor trap, viral rap","As",106020,56,0.0304,0.0383,0.378,0,0.789,119.999,4,-3.434,0.803,0.647
